1.36235e+07,268435456,3
801,32768,0
5618,262144,1
439009,8388608,2
1.2721e+07,268435456,3
795,32768,0
5498,262144,1
421054,8388608,2
1.23201e+07,268435456,3
955,32768,0
5760,262144,1
453636,8388608,2
1.18437e+07,268435456,3
932,32768,0
5514,262144,1
408012,8388608,2
1.21023e+07,268435456,3
981,32768,0
5751,262144,1
422141,8388608,2
1.23148e+07,268435456,3
934,32768,0
5537,262144,1
417753,8388608,2
1.18699e+07,268435456,3
930,32768,0
5493,262144,1
421467,8388608,2
1.19793e+07,268435456,3
931,32768,0
5491,262144,1
422327,8388608,2
1.20229e+07,268435456,3
934,32768,0
5498,262144,1
421305,8388608,2
1.29505e+07,268435456,3
952,32768,0
7510,262144,1
407387,8388608,2
1.20214e+07,268435456,3
782,32768,0
7340,262144,1
404214,8388608,2
1.16767e+07,268435456,3
713,32768,0
7384,262144,1
392832,8388608,2
1.14084e+07,268435456,3
919,32768,0
5379,262144,1
430036,8388608,2
1.19149e+07,268435456,3
921,32768,0
7378,262144,1
395715,8388608,2
1.19385e+07,268435456,3
787,32768,0
7416,262144,1
402986,8388608,2
1.19495e+07,268435456,3
728,32768,0
7707,262144,1
402381,8388608,2
1.19133e+07,268435456,3
933,32768,0
5493,262144,1
422605,8388608,2
1.18947e+07,268435456,3
932,32768,0
5480,262144,1
454925,8388608,2
1.22577e+07,268435456,3
711,32768,0
5490,262144,1
385181,8388608,2
1.18752e+07,268435456,3
934,32768,0
5492,262144,1
413854,8388608,2
1.1929e+07,268435456,3
722,32768,0
7636,262144,1
410362,8388608,2
1.19382e+07,268435456,3
793,32768,0
7597,262144,1
404050,8388608,2
1.17553e+07,268435456,3
941,32768,0
7335,262144,1
397113,8388608,2
1.1772e+07,268435456,3
710,32768,0
7327,262144,1
394010,8388608,2
1.18501e+07,268435456,3
721,32768,0
5492,262144,1
424229,8388608,2
1.19505e+07,268435456,3
942,32768,0
6723,262144,1
402920,8388608,2
1.20687e+07,268435456,3
931,32768,0
5493,262144,1
407218,8388608,2
1.20196e+07,268435456,3
719,32768,0
7397,262144,1
399376,8388608,2
1.19532e+07,268435456,3
717,32768,0
5501,262144,1
450389,8388608,2
1.2306e+07,268435456,3
937,32768,0
7333,262144,1
400494,8388608,2
1.19624e+07,268435456,3
719,32768,0
7335,262144,1
453179,8388608,2
1.19182e+07,268435456,3
720,32768,0
7422,262144,1
424393,8388608,2
1.17578e+07,268435456,3
695,32768,0
7229,262144,1
435195,8388608,2
1.14447e+07,268435456,3
696,32768,0
5371,262144,1
382090,8388608,2
1.25437e+07,268435456,3
731,32768,0
7526,262144,1
404373,8388608,2
1.18431e+07,268435456,3
931,32768,0
5493,262144,1
409873,8388608,2
1.18628e+07,268435456,3
941,32768,0
5490,262144,1
403991,8388608,2
1.18468e+07,268435456,3
730,32768,0
5488,262144,1
397522,8388608,2
1.19518e+07,268435456,3
941,32768,0
5501,262144,1
399467,8388608,2
1.2353e+07,268435456,3
939,32768,0
5502,262144,1
515926,8388608,2
1.21135e+07,268435456,3
933,32768,0
7239,262144,1
399128,8388608,2
1.19406e+07,268435456,3
939,32768,0
5484,262144,1
406074,8388608,2
1.1883e+07,268435456,3
716,32768,0
7225,262144,1
403615,8388608,2
1.15764e+07,268435456,3
919,32768,0
7241,262144,1
386827,8388608,2
1.14199e+07,268435456,3
708,32768,0
7248,262144,1
381323,8388608,2
1.22017e+07,268435456,3
1165,32768,0
5616,262144,1
432536,8388608,2
1.2228e+07,268435456,3
939,32768,0
7367,262144,1
404680,8388608,2
1.18862e+07,268435456,3
790,32768,0
5504,262144,1
405603,8388608,2
1.18955e+07,268435456,3
931,32768,0
7360,262144,1
442571,8388608,2
1.18422e+07,268435456,3
928,32768,0
7500,262144,1
405237,8388608,2
1.31732e+07,268435456,3
939,32768,0
7416,262144,1
407817,8388608,2
1.19896e+07,268435456,3
791,32768,0
5488,262144,1
385083,8388608,2
1.18952e+07,268435456,3
946,32768,0
7324,262144,1
416734,8388608,2
1.1755e+07,268435456,3
730,32768,0
5377,262144,1
408986,8388608,2
1.15793e+07,268435456,3
912,32768,0
5500,262144,1
398686,8388608,2
1.18374e+07,268435456,3
937,32768,0
7402,262144,1
420051,8388608,2
1.17916e+07,268435456,3
915,32768,0
7462,262144,1
400905,8388608,2
1.19145e+07,268435456,3
939,32768,0
5492,262144,1
404749,8388608,2
1.18182e+07,268435456,3
935,32768,0
5490,262144,1
427703,8388608,2
1.1808e+07,268435456,3
720,32768,0
7280,262144,1
404487,8388608,2
1.20123e+07,268435456,3
936,32768,0
5624,262144,1
445704,8388608,2
1.20141e+07,268435456,3
720,32768,0
7357,262144,1
431693,8388608,2
1.18519e+07,268435456,3
935,32768,0
5497,262144,1
411056,8388608,2
1.17803e+07,268435456,3
714,32768,0
5493,262144,1
424033,8388608,2
1.14617e+07,268435456,3
701,32768,0
7191,262144,1
383366,8388608,2
1.23677e+07,268435456,3
937,32768,0
7329,262144,1
477191,8388608,2
1.19528e+07,268435456,3
724,32768,0
7425,262144,1
410551,8388608,2
1.18864e+07,268435456,3
718,32768,0
5506,262144,1
401759,8388608,2
1.19075e+07,268435456,3
715,32768,0
7670,262144,1
418573,8388608,2
1.19748e+07,268435456,3
932,32768,0
7493,262144,1
424035,8388608,2
1.26642e+07,268435456,3
940,32768,0
7476,262144,1
517107,8388608,2
1.19082e+07,268435456,3
721,32768,0
7295,262144,1
406685,8388608,2
1.18223e+07,268435456,3
719,32768,0
5493,262144,1
413973,8388608,2
1.20294e+07,268435456,3
934,32768,0
5499,262144,1
401200,8388608,2
1.15039e+07,268435456,3
937,32768,0
5503,262144,1
386954,8388608,2
1.14759e+07,268435456,3
917,32768,0
7402,262144,1
383988,8388608,2
1.18504e+07,268435456,3
717,32768,0
5488,262144,1
401993,8388608,2
1.17776e+07,268435456,3
931,32768,0
5480,262144,1
422032,8388608,2
1.18334e+07,268435456,3
715,32768,0
7493,262144,1
416936,8388608,2
1.19396e+07,268435456,3
940,32768,0
5498,262144,1
412089,8388608,2
1.18339e+07,268435456,3
